"exp_name","cue_pred","subj","cond","block","trial","cue_delay","targ_right","cue_valid","targ_soa","shutter_dur","trial_start","trial_end","cue_rt","corr_resp","rt","block_date","block_time","block_order","Cond","CondFull","CuePred","CuePredFull","CueValid","cue_valid_c","cue_pred_c","RT"
"eb3",1,0,"c",1,6,0.363,0,1,0.9,0,100.76303601265,102.622982978821,0.279916048049927,1,0.249979019165039,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,249.979019165039
"eb3",1,0,"c",1,7,0.485,0,0,0.9,0,103.46287894249,105.512774944305,0.269989013671875,1,0.329975128173828,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Invalid",-1,1,329.975128173828
"eb3",1,0,"c",1,8,0.463,1,1,0.9,0,106.352661132812,108.142488956451,0.299967050552368,1,0.309981107711792,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,309.981107711792
"eb3",1,0,"c",1,9,0.478,0,1,0.9,0,108.982481002808,110.712295055389,0.259963035583496,1,0.259974002838135,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,259.974002838135
"eb3",1,0,"c",1,10,0.486,0,0,0.9,0,111.532273054123,113.342097043991,0.439954996109009,1,0.289913892745972,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Invalid",-1,1,289.913892745972
"eb3",1,0,"c",1,11,0.36,1,1,0.9,0,114.182136058807,115.852020978928,0.279922008514404,1,0.289840936660767,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,289.840936660767
"eb3",1,0,"c",1,12,0.389,0,1,0.9,0,116.691935062408,118.291814088821,0.199980974197388,1,0.250007152557373,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,250.007152557373
"eb3",1,0,"c",1,13,0.365,1,1,0.9,0,119.131839990616,120.78161907196,0.379998922348022,1,0.269944906234741,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,269.944906234741
"eb3",1,0,"c",1,14,0.483,0,1,0.9,0,121.621639966965,123.331520080566,0.279979944229126,1,0.219993114471436,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,219.993114471436
"eb3",1,0,"c",1,15,0.347,1,1,0.9,0,124.171504020691,125.771335124969,0.280025005340576,1,0.270009994506836,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,270.009994506836
"eb3",1,0,"c",1,16,0.398,1,0,0.9,0,126.611304044724,128.431270122528,0.249964952468872,1,0.360002994537354,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Invalid",-1,1,360.002994537354
"eb3",1,0,"c",1,17,0.386,1,0,0.9,0,129.271155118942,131.370980024338,0.0999720096588135,1,0.42998194694519,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Invalid",-1,1,429.98194694519
"eb3",1,0,"c",1,18,0.438,1,1,0.9,0,132.210973978043,133.950871944427,0.259999990463257,1,0.300297021865845,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,300.297021865845
"eb3",1,0,"c",1,19,0.412,0,1,0.9,0,134.79083609581,136.430740118027,0.190136909484863,1,0.249941825866699,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,249.941825866699
"eb3",1,0,"c",1,20,0.368,0,1,0.9,0,137.270677089691,138.890509128571,0.279992818832397,1,0.279989004135132,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,279.989004135132
"eb3",1,0,"c",1,21,0.303,0,0,0.9,0,139.730525016785,141.390377044678,0.279967069625854,1,0.360159873962402,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Invalid",-1,1,360.159873962402
"eb3",1,0,"c",1,22,0.367,1,1,0.9,0,142.230325937271,143.900251150131,0.279985904693604,1,0.330058813095093,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,330.058813095093
"eb3",1,0,"c",1,23,0.487,1,1,0.9,0,144.74024105072,146.52005815506,0.179987907409668,1,0.290024042129517,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,290.024042129517
"eb3",1,0,"c",1,24,0.455,0,1,0.9,0,147.36008810997,149.069920063019,0.129996061325073,1,0.260008811950684,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,260.008811950684
"eb3",1,0,"c",1,25,0.361,0,1,0.9,0,149.909893035889,151.529771089554,0.249988079071045,1,0.27000904083252,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,270.00904083252
"eb3",1,0,"c",1,26,0.402,1,1,0.9,0,152.36980509758,154.059615135193,0.369981050491333,1,0.29994010925293,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,299.94010925293
"eb3",1,0,"c",1,27,0.454,0,1,0.9,0,154.899651050568,156.629536151886,0.299955129623413,1,0.260005950927734,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,260.005950927734
"eb3",1,0,"c",1,28,0.365,0,1,0.9,0,157.469568967819,159.249402046204,0.329943180084229,1,0.289996862411499,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,289.996862411499
"eb3",1,0,"c",1,29,0.309,0,0,0.9,0,160.089416027069,161.749206066132,0.319957971572876,1,0.369978189468384,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Invalid",-1,1,369.978189468384
"eb3",1,0,"c",1,30,0.459,1,1,0.9,0,162.589215040207,164.359118938446,0.300014972686768,1,0.309963941574097,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,309.963941574097
"eb3",1,0,"c",1,31,0.306,1,1,0.9,0,165.179147958755,167.408962011337,0.289960145950317,1,0.289896965026855,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,289.896965026855
"eb3",1,0,"c",1,32,0.469,1,0,0.9,0,168.229125022888,170.028824090958,0.169996023178101,1,0.339982032775879,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Invalid",-1,1,339.982032775879
"eb3",1,0,"c",1,33,0.443,0,1,0.9,0,170.868833065033,172.568717002869,0.110037803649902,1,0.260054111480713,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,260.054111480713
"eb3",1,0,"c",1,34,0.356,1,0,0.9,0,173.40867805481,175.868582963943,0.270046949386597,1,0.319977045059204,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Invalid",-1,1,319.977045059204
"eb3",1,0,"c",1,35,0.466,1,1,0.9,0,176.70852804184,178.3885409832,0.290013074874878,1,0.249976873397827,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,249.976873397827
"eb3",1,0,"c",1,36,0.329,0,1,0.9,0,179.228463172913,180.84827709198,0.379796981811523,1,0.279941082000732,"2020-03-06",1320,1,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,279.941082000732
