"subj","cue_pred","block","trial","cond","exp_name","cue_delay","targ_right","cue_valid","targ_soa","shutter_dur","trial_start","trial_end","cue_rt","corr_resp","rt.x","block_date","block_time","block_order","Cond","CondFull","CuePred","CuePredFull","CueValid","cue_valid_c","cue_pred_c","RT","trial_sample_beg","trial_time_beg","trial_sample_end","trial_time_end","cue_sample","cue_time","blink_latency_sample","blink_latency_time","blink_window_sample","blink_window_time","targ_sample","targ_time","resp_sample","resp_time","shutter_sample_beg","shutter_time_beg","shutter_sample_end","shutter_time_end","cue_resp_sample","cue_resp_time","tot_trial_samples","tot_trial_time","samples_per_s","blank_sample_beg","blank_sample_end","tot_blank_samples","blank_time_beg","blank_time_end","tot_blank_time","rt.y","nonart","excl_reason"
13,1,1,40,"v","eb3",0.328,0,0,0.9,0,211.698961019516,214.39973783493,0,1,0.520178079605103,"2020-03-24",1146,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Invalid",-1,1,520.178079605103,1593852,211.7,1596552,214.4,1594173,212.02,1595073,212.92,1595073,212.92,1595073,212.92,1595604,213.45,NA,NA,NA,NA,NA,NA,2700,2.70000000000002,999.999999999994,1594446,1594602,158,0.594,0.75,0.156,1.75,1,NA
13,1,1,5,"a","eb3",0.339,1,1,0.6,0.101740180883993,181.291712999344,183.881448030472,0.439965009689331,1,0.319972991943359,"2020-03-24",1135,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,319.972991943359,914042,181.29,916632,183.88,914373,181.62,914963,182.21,914963,182.21,914963,182.21,915294,182.54,914923,182.17,914813,182.06,914813,182.06,2590,2.59,999.999999999999,914819,914925,108,0.777,0.883,0.106,1.25,0,NA
13,1,1,5,"v","eb3",0.427,0,0,0.9,0,89.4349689483643,92.1258518695831,0,1,0.410192966461182,"2020-03-24",1146,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Invalid",-1,1,410.192966461182,1471612,89.43,1474302,92.13,1472033,89.86,1472933,90.76,1472933,90.76,1472933,90.76,1473354,91.18,NA,NA,NA,NA,NA,NA,2690,2.69999999999999,996.296296296301,1472254,1472366,114,0.642,0.754,0.112,1.75,1,NA
13,1,1,6,"a","eb3",0.309,0,1,0.6,0.0976727451321877,184.721288204193,186.711053133011,0.38994312286377,1,0.359895944595337,"2020-03-24",1135,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,359.895944595337,917472,184.72,919462,186.71,917773,185.02,918363,185.61,918363,185.61,918363,185.61,918734,185.98,918263,185.51,918163,185.41,918163,185.41,1990,1.99000000000001,999.999999999995,918169,918265,98,0.697,0.793,0.096,1.25999999999999,0,NA
13,1,1,6,"v","eb3",0.377,1,1,0.9,0,92.9460690021515,95.4868848323822,0,1,0.36004900932312,"2020-03-24",1146,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,360.04900932312,1475122,92.95,1477662,95.49,1475493,93.32,1476393,94.22,1476393,94.22,1476393,94.22,1476764,94.59,NA,NA,NA,NA,NA,NA,2540,2.53999999999999,1000,1475768,1475872,106,0.646,0.75,0.104,1.64,1,NA
13,1,1,7,"v","eb3",0.406,1,1,0.9,0,96.3271639347076,98.9979889392853,0,1,0.410120964050293,"2020-03-24",1146,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,410.120964050293,1478502,96.33,1481172,99,1478903,96.73,1479803,97.63,1479803,97.63,1479803,97.63,1480224,98.05,NA,NA,NA,NA,NA,NA,2670,2.67,999.999999999999,1479082,1479204,124,0.58,0.702,0.122,1.72,1,NA
13,1,1,8,"a","eb3",0.335,0,1,0.6,0.112638090545964,190.950403213501,193.030177116394,0.369955062866211,1,0.399912118911743,"2020-03-24",1135,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,399.912118911743,923702,190.95,925782,193.03,924033,191.28,924623,191.87,924623,191.87,924623,191.87,925034,192.28,924523,191.77,924403,191.65,924403,191.65,2080,2.08000000000001,999.999999999994,924407,924525,120,0.705,0.823,0.118,1.33000000000001,0,NA
13,1,1,8,"v","eb3",0.452,1,1,0.9,0,99.8382818698883,102.388965845108,0,1,0.370118141174316,"2020-03-24",1146,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,370.118141174316,1482012,99.84,1484562,102.39,1482463,100.29,1483363,101.19,1483363,101.19,1483363,101.19,1483743,101.57,NA,NA,NA,NA,NA,NA,2550,2.55,1000,1482696,1482804,110,0.684,0.792,0.108,1.72999999999999,1,NA
13,1,1,9,"a","eb3",0.338,1,1,0.6,0.108477465941372,193.870040178299,196.239634037018,0,1,0.459871053695679,"2020-03-24",1135,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,459.871053695679,926622,193.87,928992,196.24,926953,194.2,927543,194.79,927543,194.79,927543,194.79,928014,195.26,NA,NA,NA,NA,NA,NA,2370,2.37,999.999999999998,927485,927537,54,0.863,0.915,0.052,1.38999999999999,0,NA
13,1,2,1,"a","eb3",0.395,1,1,1.2,0.09477130176602,48.0658159255981,50.495404958725,0.619884014129639,1,0.33994197845459,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,339.94197845459,1068372,48.07,1070802,50.5,1068763,48.46,1069953,49.65,1069953,49.65,1069953,49.65,1070304,50,1069483,49.18,1069383,49.08,1069383,49.08,2430,2.43,1000,1069388,1069484,98,1.016,1.112,0.0960000000000001,1.93,0,NA
13,1,2,1,"v","eb3",0.396,0,1,0.6,0,27.7211620807648,30.1119930744171,0,1,0.45011305809021,"2020-03-24",1150,2,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,450.11305809021,1635262,27.72,1637652,30.11,1635653,28.11,1636243,28.7,1636243,28.7,1636243,28.7,1636703,29.16,NA,NA,NA,NA,NA,NA,2390,2.39,1000,1636014,1636128,116,0.752,0.866,0.114,1.44,1,NA
13,1,2,10,"a","eb3",0.39,0,1,1.2,0.108757873007172,76.1115939617157,78.2412528991699,0.349934816360474,1,0.299937009811401,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,299.937009811401,1096422,76.11,1098552,78.24,1096803,76.49,1097993,77.68,1097993,77.68,1097993,77.68,1098303,77.99,1097263,76.95,1097153,76.84,1097153,76.84,2130,2.13,1000,1097158,1097264,108,0.736,0.842,0.106,1.88,0,NA
13,1,2,10,"v","eb3",0.44,1,1,0.6,0,53.7191519737244,55.5197820663452,0,1,0.320046901702881,"2020-03-24",1150,2,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,320.046901702881,1661252,53.72,1663052,55.52,1661683,54.15,1662273,54.74,1662273,54.74,1662273,54.74,1662603,55.07,NA,NA,NA,NA,NA,NA,1800,1.8,999.999999999998,1661904,1662046,144,0.652,0.794,0.142,1.35,1,NA
13,1,2,11,"a","eb3",0.343,1,1,1.2,0.0978007395297738,79.0611720085144,81.2008209228516,0.329941987991333,1,0.269957780838013,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,269.957780838013,1099372,79.06,1101512,81.2,1099713,79.4,1100903,80.59,1100903,80.59,1100903,80.59,1101184,80.87,1100143,79.83,1100043,79.73,1100043,79.73,2140,2.14,1000,1100048,1100144,98,0.676,0.772,0.096,1.81,0,NA
13,1,2,11,"v","eb3",0.447,1,1,0.6,0,56.3600070476532,58.7007331848145,0,1,0.480138063430786,"2020-03-24",1150,2,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,480.138063430786,1663892,56.36,1666232,58.7,1664333,56.8,1664923,57.39,1664923,57.39,1664923,57.39,1665413,57.88,NA,NA,NA,NA,NA,NA,2340,2.34,999.999999999999,1664612,1664724,114,0.72,0.832,0.112,1.52,1,NA
13,1,2,12,"a","eb3",0.334,1,1,1.2,0.11356392527892,82.0407319068909,84.1304330825806,0.4098961353302,1,0.299948215484619,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,299.948215484619,1102352,82.04,1104442,84.13,1102683,82.37,1103873,83.56,1103873,83.56,1103873,83.56,1104184,83.87,1103213,82.9,1103093,82.78,1103093,82.78,2090,2.08999999999999,1000.00000000001,1103098,1103214,118,0.746,0.862,0.116,1.83,0,NA
13,1,2,12,"v","eb3",0.422,0,1,0.6,0,59.5409281253815,61.4013860225677,0,1,0.320010900497437,"2020-03-24",1150,2,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,320.010900497437,1667072,59.54,1668932,61.4,1667493,59.96,1668083,60.55,1668083,60.55,1668083,60.55,1668413,60.88,NA,NA,NA,NA,NA,NA,1860,1.86,1000,1667722,1667834,114,0.65,0.762,0.112,1.34,1,NA
13,1,2,13,"a","eb3",0.315,0,1,1.2,0.110012967019972,84.9702820777893,86.9899940490723,0.330030918121338,1,0.269771099090576,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,269.771099090576,1105282,84.97,1107302,86.99,1105593,85.28,1106783,86.47,1106783,86.47,1106783,86.47,1107063,86.75,1106033,85.72,1105923,85.61,1105923,85.61,2020,2.02,1000,1105928,1106034,108,0.646,0.752,0.106,1.78,0,NA
13,1,2,14,"a","eb3",0.455,1,1,1.2,0.104255498161154,87.8298408985138,90.029501914978,0.330160856246948,1,0.299919128417969,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,299.919128417969,1108142,87.83,1110342,90.03,1108592,88.28,1109783,89.47,1109783,89.47,1109783,89.47,1110094,89.78,1109033,88.72,1108923,88.61,1108923,88.61,2200,2.2,999.999999999999,1108928,1109034,108,0.786,0.892,0.106,1.95,0,NA
13,1,2,14,"v","eb3",0.359,1,0,0.6,0,65.1624879837036,67.0429291725159,0,1,0.400196075439453,"2020-03-24",1150,2,"Prompted","Prompted Blink","Predictive","Predictive Cue","Invalid",-1,1,400.196075439453,1672692,65.16,1674572,67.04,1673043,65.51,1673633,66.1,1673633,66.1,1673633,66.1,1674043,66.51,NA,NA,NA,NA,NA,NA,1880,1.88000000000001,999.999999999995,1673336,1673448,114,0.644,0.756,0.112,1.35000000000001,1,NA
13,1,2,15,"a","eb3",0.411,1,0,1.2,0.101951932817211,90.8694410324097,93.1890850067139,0.339954137802124,1,0.419945001602173,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,419.945001602173,1111182,90.87,1113502,93.19,1111593,91.28,1112783,92.47,1112783,92.47,1112783,92.47,1113214,92.9,1112043,91.73,1111933,91.62,1111933,91.62,2320,2.31999999999999,1000,1111938,1112044,108,0.756,0.862,0.106,2.03,0,NA
13,1,2,15,"v","eb3",0.368,1,1,0.6,0,67.8831601142883,69.7637600898743,0,1,0.350080966949463,"2020-03-24",1150,2,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,350.080966949463,1675412,67.88,1677292,69.76,1675773,68.24,1676363,68.83,1676363,68.83,1676363,68.83,1676724,69.19,NA,NA,NA,NA,NA,NA,1880,1.88000000000001,999.999999999995,1676006,1676128,124,0.594,0.716,0.122,1.31,1,NA
13,1,2,16,"a","eb3",0.448,0,1,1.2,0.103233043863421,94.0288419723511,96.1985230445862,0.319962978363037,1,0.279953956604004,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,279.953956604004,1114342,94.03,1116512,96.2,1114783,94.47,1115973,95.66,1115973,95.66,1115973,95.66,1116264,95.95,1115213,94.9,1115103,94.79,1115103,94.79,2170,2.17,999.999999999999,1115108,1115214,108,0.766,0.872,0.106,1.92,0,NA
13,1,2,16,"v","eb3",0.37,0,1,0.6,0,70.5838980674744,72.4844181537628,0,1,0.37009596824646,"2020-03-24",1150,2,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,370.09596824646,1678112,70.58,1680012,72.48,1678473,70.94,1679063,71.53,1679063,71.53,1679063,71.53,1679443,71.91,NA,NA,NA,NA,NA,NA,1900,1.90000000000001,999.999999999997,1678782,1678900,120,0.67,0.788,0.118,1.33,1,NA
13,1,2,17,"a","eb3",0.3,1,1,1.2,0.101496550870198,97.0383930206299,99.1481599807739,0.359946012496948,1,0.299828052520752,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,299.828052520752,1117352,97.04,1119462,99.15,1117643,97.33,1118833,98.52,1118833,98.52,1118833,98.52,1119143,98.83,1118113,97.8,1118003,97.69,1118003,97.69,2110,2.11,1000,1118008,1118114,108,0.656,0.762,0.106,1.78999999999999,0,NA
13,1,2,17,"v","eb3",0.376,0,1,0.6,0,73.3246760368347,75.1051089763641,0,1,0.280063152313232,"2020-03-24",1150,2,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,280.063152313232,1680852,73.32,1682632,75.11,1681223,73.69,1681813,74.29,1681813,74.29,1681813,74.29,1682103,74.58,NA,NA,NA,NA,NA,NA,1780,1.79000000000001,994.413407821226,1681460,1681576,118,0.608,0.724,0.116,1.26000000000001,1,NA
13,1,2,18,"a","eb3",0.392,1,1,1.2,0.102396496031985,99.9879908561707,102.107681035995,0.289875030517578,1,0.289938926696777,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,289.938926696777,1120302,99.99,1122422,102.11,1120693,100.38,1121883,101.57,1121883,101.57,1121883,101.57,1122184,101.87,1121093,100.78,1120983,100.67,1120983,100.67,2120,2.12,999.999999999998,1120988,1121094,108,0.686,0.792,0.106,1.88000000000001,0,NA
13,1,2,18,"v","eb3",0.382,0,1,0.6,0,75.945344209671,77.7058651447296,0,1,0.300075054168701,"2020-03-24",1150,2,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,300.075054168701,1683472,75.95,1685232,77.71,1683853,76.33,1684443,76.92,1684443,76.92,1684443,76.92,1684754,77.23,NA,NA,NA,NA,NA,NA,1760,1.75999999999999,1000.00000000001,1684096,1684192,98,0.624,0.72,0.096,1.28,1,NA
13,1,2,19,"a","eb3",0.313,1,0,1.2,0.105756585433878,102.94756102562,105.26726603508,0.339978933334351,1,0.44000506401062,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,440.00506401062,1123262,102.95,1125582,105.27,1123573,103.26,1124763,104.45,1124763,104.45,1124763,104.45,1125214,104.9,1124023,103.71,1123913,103.6,1123913,103.6,2320,2.31999999999999,1000,1123918,1124024,108,0.656,0.762,0.106,1.95,0,NA
13,1,2,2,"a","eb3",0.36,0,1,1.2,0.112948693868445,51.3352708816528,53.6248960494995,0.389940977096558,1,0.299952983856201,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,299.952983856201,1071642,51.34,1073932,53.62,1071993,51.69,1073183,52.88,1073183,52.88,1073183,52.88,1073494,53.19,1072503,52.2,1072383,52.08,1072383,52.08,2290,2.27999999999999,1004.38596491228,1072388,1072504,118,0.746,0.862,0.116,1.84999999999999,0,NA
13,1,2,2,"v","eb3",0.496,1,1,0.6,0,30.9522180557251,33.092933177948,0,1,0.39008092880249,"2020-03-24",1150,2,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,390.08092880249,1638492,30.95,1640632,33.09,1638983,31.44,1639573,32.03,1639573,32.03,1639573,32.03,1639973,32.43,NA,NA,NA,NA,NA,NA,2140,2.14,999.999999999998,1639210,1639322,114,0.718,0.83,0.112,1.48,1,NA
13,1,2,20,"a","eb3",0.34,1,1,1.2,0.107771421696093,106.107085943222,108.196830034256,0.350128173828125,1,0.329938888549805,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,329.938888549805,1126422,106.11,1128512,108.2,1126752,106.44,1127943,107.63,1127943,107.63,1127943,107.63,1128284,107.97,1127213,106.9,1127103,106.79,1127103,106.79,2090,2.09,999.999999999998,1127108,1127214,108,0.686,0.792,0.106,1.86,0,NA
13,1,2,20,"v","eb3",0.407,0,1,0.6,0,81.4068350791931,83.3073110580444,0,1,0.300013780593872,"2020-03-24",1150,2,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,300.013780593872,1688932,81.41,1690832,83.31,1689333,81.81,1689923,82.4,1689923,82.4,1689923,82.4,1690233,82.71,NA,NA,NA,NA,NA,NA,1900,1.90000000000001,999.999999999997,1689532,1689648,118,0.6,0.716,0.116,1.3,1,NA
13,1,2,21,"a","eb3",0.396,0,1,1.2,0.101633254974717,109.036618947983,111.176301002502,0.309982776641846,1,0.319938898086548,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,319.938898086548,1129352,109.04,1131492,111.18,1129743,109.43,1130933,110.62,1130933,110.62,1130933,110.62,1131263,110.95,1130163,109.85,1130053,109.74,1130053,109.74,2140,2.14,1000,1130058,1130164,108,0.706,0.812,0.106,1.91,0,NA
13,1,2,21,"v","eb3",0.377,1,1,0.6,0,84.1474940776825,85.9479811191559,0,1,0.27004599571228,"2020-03-24",1150,2,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,270.04599571228,1691672,84.15,1693472,85.95,1692043,84.52,1692633,85.11,1692633,85.11,1692633,85.11,1692914,85.39,NA,NA,NA,NA,NA,NA,1800,1.8,1000,1692270,1692396,128,0.598,0.724,0.126,1.23999999999999,1,NA
13,1,2,22,"a","eb3",0.355,0,1,1.2,0.11921948842173,112.016165971756,114.095921039581,0.339946985244751,1,0.289943218231201,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,289.943218231201,1132332,112.02,1134412,114.1,1132683,112.37,1133873,113.56,1133873,113.56,1133873,113.56,1134174,113.86,1133143,112.83,1133023,112.71,1133023,112.71,2080,2.08,1000,1133028,1133144,118,0.696,0.812,0.116,1.84,0,NA
13,1,2,22,"v","eb3",0.417,0,0,0.6,0,86.7881851196289,88.6286461353302,0,1,0.330796003341675,"2020-03-24",1150,2,"Prompted","Prompted Blink","Predictive","Predictive Cue","Invalid",-1,1,330.796003341675,1694312,86.79,1696152,88.63,1694723,87.2,1695313,87.79,1695313,87.79,1695313,87.79,1695654,88.13,NA,NA,NA,NA,NA,NA,1840,1.83999999999999,1000.00000000001,1694932,1695046,116,0.62,0.734,0.114,1.33999999999999,1,NA
13,1,2,23,"a","eb3",0.423,0,1,1.2,0.10725377301795,114.93577003479,117.185433864594,0.269976139068604,1,0.329943895339966,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,329.943895339966,1135252,114.94,1137502,117.19,1135673,115.36,1136863,116.55,1136863,116.55,1136863,116.55,1137204,116.89,1136053,115.74,1135943,115.63,1135943,115.63,2250,2.25,1000,1135948,1136054,108,0.696,0.802,0.106,1.95,0,NA
13,1,2,23,"v","eb3",0.488,1,1,0.6,0,89.4488520622253,91.3393361568451,0,1,0.290059089660645,"2020-03-24",1150,2,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,290.059089660645,1696972,89.45,1698862,91.34,1697453,89.93,1698043,90.52,1698043,90.52,1698043,90.52,1698344,90.82,NA,NA,NA,NA,NA,NA,1890,1.89,1000,1697660,1697778,120,0.688,0.806,0.118,1.36999999999999,1,NA
13,1,2,24,"a","eb3",0.396,0,0,1.2,0.122149182317687,118.025307893753,120.264952898026,0.329962015151978,1,0.369935989379883,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,369.935989379883,1138342,118.03,1140582,120.26,1138733,118.42,1139923,119.61,1139923,119.61,1139923,119.61,1140304,119.99,1139193,118.88,1139063,118.75,1139063,118.75,2240,2.23,1004.48430493273,1139068,1139194,128,0.726,0.852,0.126,1.95999999999999,0,NA
13,1,2,24,"v","eb3",0.43,1,1,0.6,0,92.1595230102539,94.0600130558014,0,1,0.300050020217896,"2020-03-24",1150,2,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,300.050020217896,1699682,92.16,1701582,94.06,1700103,92.58,1700693,93.17,1700693,93.17,1700693,93.17,1701003,93.48,NA,NA,NA,NA,NA,NA,1900,1.90000000000001,999.999999999997,1700346,1700458,114,0.664,0.776,0.112,1.32000000000001,1,NA
13,1,2,25,"a","eb3",0.452,1,1,1.2,0.110339139559892,121.104886054993,123.464504003525,0.320106029510498,1,0.369936943054199,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,369.936943054199,1141422,121.1,1143782,123.46,1141873,121.55,1143063,122.74,1143063,122.74,1143063,122.74,1143444,123.12,1142313,121.99,1142193,121.87,1142193,121.87,2360,2.36,1000,1142198,1142314,118,0.776,0.892,0.116,2.02000000000001,0,NA
13,1,2,25,"v","eb3",0.31,0,0,0.6,0,94.900199174881,96.510605096817,0,1,0.339968919754028,"2020-03-24",1150,2,"Prompted","Prompted Blink","Predictive","Predictive Cue","Invalid",-1,1,339.968919754028,1702422,94.9,1704032,96.51,1702723,95.2,1703313,95.79,1703313,95.79,1703313,95.79,1703663,96.14,NA,NA,NA,NA,NA,NA,1610,1.61,1000,1702968,1703088,122,0.546,0.666,0.12,1.23999999999999,1,NA
13,1,2,26,"a","eb3",0.391,0,1,1.2,0.102047421635285,124.304419994354,126.434059858322,0.32996678352356,1,0.289988040924072,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,289.988040924072,1144622,124.3,1146752,126.43,1145013,124.69,1146203,125.88,1146203,125.88,1146203,125.88,1146503,126.18,1145453,125.13,1145343,125.02,1145343,125.02,2130,2.13000000000001,999.999999999995,1145348,1145454,108,0.726,0.832,0.106,1.88000000000001,0,NA
13,1,2,26,"v","eb3",0.367,0,1,0.6,0,97.3507850170135,99.6913590431213,0,1,0.490040063858032,"2020-03-24",1150,2,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,490.040063858032,1704872,97.35,1707212,99.69,1705233,97.71,1705823,98.3,1705823,98.3,1705823,98.3,1706323,98.8,NA,NA,NA,NA,NA,NA,2340,2.34,999.999999999999,1705452,1705568,118,0.58,0.696,0.116,1.45,1,NA
13,1,2,27,"a","eb3",0.34,1,1,1.2,0.112793995283409,127.273926973343,129.343590974808,0.419939994812012,1,0.319915056228638,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,319.915056228638,1147592,127.27,1149662,129.34,1147923,127.6,1149113,128.79,1149113,128.79,1149113,128.79,1149444,129.12,1148463,128.14,1148343,128.02,1148343,128.02,2070,2.07000000000001,999.999999999996,1148348,1148464,118,0.756,0.872,0.116,1.85000000000001,0,NA
13,1,2,27,"v","eb3",0.434,1,0,0.6,0,100.531563043594,102.321999073029,0,1,0.36004900932312,"2020-03-24",1150,2,"Prompted","Prompted Blink","Predictive","Predictive Cue","Invalid",-1,1,360.04900932312,1708052,100.53,1709842,102.32,1708483,100.96,1709073,101.55,1709073,101.55,1709073,101.55,1709444,101.92,NA,NA,NA,NA,NA,NA,1790,1.78999999999999,1000,1708836,1708882,48,0.784,0.83,0.046,1.39,1,NA
13,1,2,28,"a","eb3",0.328,0,0,1.2,0.108632425215978,130.183522939682,132.983032941818,0.339953184127808,1,0.369936943054199,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,369.936943054199,1150502,130.18,1153302,132.98,1150823,130.5,1152013,131.69,1152013,131.69,1152013,131.69,1152394,132.07,1151273,130.95,1151163,130.84,1151163,130.84,2800,2.79999999999998,1000.00000000001,1151168,1151274,108,0.666,0.772,0.106,1.88999999999999,0,NA
13,1,2,28,"v","eb3",0.317,1,1,0.6,0,103.162194013596,104.812592029572,0,1,0.300061941146851,"2020-03-24",1150,2,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,300.061941146851,1710682,103.16,1712332,104.81,1710993,103.47,1711583,104.06,1711583,104.06,1711583,104.06,1711894,104.37,NA,NA,NA,NA,NA,NA,1650,1.65000000000001,999.999999999997,1711176,1711294,120,0.494,0.612,0.118,1.21000000000001,1,NA
13,1,2,29,"a","eb3",0.494,1,1,1.2,0.111563991678742,133.822864055634,136.132485866547,0.359943866729736,1,0.309979915618896,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,309.979915618896,1154142,133.82,1156452,136.13,1154633,134.31,1155823,135.5,1155823,135.5,1155823,135.5,1156143,135.82,1155113,134.79,1154993,134.67,1154993,134.67,2310,2.31,999.999999999999,1154998,1155114,118,0.856,0.972,0.116,2,0,NA
13,1,2,3,"a","eb3",0.431,1,1,1.2,0.122880916885793,54.4648330211639,56.754410982132,0.419943809509277,1,0.299946069717407,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,299.946069717407,1074772,54.46,1077062,56.75,1075203,54.89,1076393,56.08,1076393,56.08,1076393,56.08,1076703,56.39,1075753,55.44,1075623,55.31,1075623,55.31,2290,2.29,1000,1075628,1075754,128,0.856,0.982,0.126,1.93,0,NA
13,1,2,3,"v","eb3",0.308,0,0,0.6,0,33.9331841468811,35.7737760543823,0,1,0.390053987503052,"2020-03-24",1150,2,"Prompted","Prompted Blink","Predictive","Predictive Cue","Invalid",-1,1,390.053987503052,1641472,33.93,1643312,35.77,1641773,34.23,1642363,34.82,1642363,34.82,1642363,34.82,1642763,35.22,NA,NA,NA,NA,NA,NA,1840,1.84,999.999999999998,1642038,1642148,112,0.566,0.676,0.11,1.29,1,NA
13,1,2,30,"a","eb3",0.3,1,0,1.2,0.11754457708787,136.972414016724,139.142081975937,0.379930973052979,1,0.389911890029907,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,389.911890029907,1157292,136.97,1159462,139.14,1157583,137.26,1158773,138.45,1158773,138.45,1158773,138.45,1159174,138.85,1158083,137.76,1157963,137.64,1157963,137.64,2170,2.16999999999999,1000.00000000001,1157968,1158084,118,0.676,0.792,0.116,1.88,0,NA
13,1,2,30,"v","eb3",0.429,0,1,0.6,0,116.70538020134,120.016134977341,0,1,0.560113906860352,"2020-03-24",1150,2,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,560.113906860352,1724222,116.71,1727532,120.02,1724643,117.13,1725233,117.72,1725233,117.72,1725233,117.72,1725803,118.29,NA,NA,NA,NA,NA,NA,3310,3.31,999.999999999999,1725074,1725184,112,0.852,0.962,0.11,1.58000000000001,1,NA
13,1,2,31,"a","eb3",0.358,0,1,1.2,0.114344811490885,139.982049942017,142.161638021469,0.349992036819458,1,0.359908103942871,"2020-03-24",1140,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,359.908103942871,1160302,139.98,1162482,142.16,1160653,140.33,1161843,141.52,1161843,141.52,1161843,141.52,1162214,141.89,1161123,140.8,1161003,140.68,1161003,140.68,2180,2.18000000000001,999.999999999997,1161008,1161124,118,0.706,0.822,0.116,1.91,0,NA
13,1,2,31,"v","eb3",0.35,1,1,0.6,0,120.856334209442,122.816753149033,0,1,0.41005802154541,"2020-03-24",1150,2,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,410.05802154541,1728372,120.86,1730332,122.82,1728713,121.2,1729303,121.79,1729303,121.79,1729303,121.79,1729723,122.21,NA,NA,NA,NA,NA,NA,1960,1.95999999999999,1000,1728952,1729070,120,0.58,0.698,0.118,1.34999999999999,1,NA
