"exp_name","subj","cond","sess","trial","cue_delay","targ_right","cue_valid","blink_latency","shutter_dur","trial_start","trial_end","cue_rt","corr_resp","rt","cue_pred","targ_soa","block_date","block_time","block_order","Cond","CondFull","CuePred","CuePredFull","CueValid","cue_valid_c","cue_pred_c","RT","ctoa_s","ctoa","ctoa_bin","ctoa_lowbound","ctoa_lowbound_s","ctoa0_s","ctoa3","ctoa3_bin0"
"eb1",1,"a",1,1,0.346,1,1,0.34,0.228861467763825,149.882477998734,153.02241396904,NA,1,0.85996413230896,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,859.96413230896,0.74,740,"(727,813]",726,0.086,0.099,"Medium CTOA",0.5
"eb1",1,"a",1,2,0.359,0,1,0.395,0.190381135692502,153.862324953079,158.202227115631,NA,1,0.899971008300781,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,899.971008300781,0.795,795,"(727,813]",726,0.086,0.154,"Medium CTOA",0.5
"eb1",1,"a",1,3,0.457,0,1,0.353,0.257723966910152,159.0422270298,163.172096014023,NA,1,0.889940977096558,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,889.940977096558,0.753,753,"(727,813]",726,0.086,0.112,"Medium CTOA",0.5
"eb1",1,"a",1,4,0.366,0,0,0.491,0.174391494344591,164.012077093124,166.262053012848,NA,1,0.529959917068481,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,529.959917068481,0.891,891,"(813,900]",813,0.173,0.25,"Long CTOA",1
"eb1",1,"a",1,5,0.418,1,1,0.255,0.213021026159588,167.102041006088,168.851878166199,NA,1,0.449991941452026,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,449.991941452026,0.655,655,"(640,727]",640,0,0.014,"Short CTOA",0
"eb1",1,"a",1,7,0.486,1,1,0.453,0.16863944479679,173.401817083359,175.741774082184,NA,1,0.550041913986206,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,550.041913986206,0.853,853,"(813,900]",813,0.173,0.212,"Long CTOA",1
"eb1",1,"a",1,8,0.349,0,1,0.251,0.224902406780372,176.581731081009,178.801682949066,NA,1,0.669994115829468,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,669.994115829468,0.651,651,"(640,727]",640,0,0.01,"Short CTOA",0
"eb1",1,"a",1,9,0.328,0,1,0.295,0.205795937217268,179.641685962677,181.631590127945,NA,1,0.529999971389771,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,529.999971389771,0.695,695,"(640,727]",640,0,0.054,"Short CTOA",0
"eb1",1,"a",1,10,0.464,1,1,0.331,0.1471966829767,182.47158408165,184.411546945572,NA,1,0.410013914108276,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,410.013914108276,0.731,731,"(727,813]",726,0.086,0.0900000000000001,"Medium CTOA",0.5
"eb1",1,"a",1,11,0.497,0,1,0.401,0.212987023375526,185.25154709816,189.991466999054,NA,1,0.449984073638916,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,449.984073638916,0.801,801,"(727,813]",726,0.086,0.16,"Medium CTOA",0.5
"eb1",1,"a",1,13,0.361,0,1,0.354,0.145099951820745,193.781239032745,195.741338968277,NA,1,0.369978904724121,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,369.978904724121,0.754,754,"(727,813]",726,0.086,0.113,"Medium CTOA",0.5
"eb1",1,"a",1,14,0.308,1,1,0.478,0.227725554884211,196.581254959106,198.641170978546,NA,1,0.389989137649536,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,389.989137649536,0.878,878,"(813,900]",813,0.173,0.237,"Long CTOA",1
"eb1",1,"a",1,15,0.311,1,0,0.319,0.192281703572409,199.481193065643,201.381176948547,NA,1,0.389983177185059,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,389.983177185059,0.719,719,"(640,727]",640,0,0.0780000000000001,"Short CTOA",0
"eb1",1,"a",1,16,0.444,0,0,0.286,0.221340552995057,202.221143007278,204.111132144928,NA,1,0.409945964813232,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,409.945964813232,0.686,686,"(640,727]",640,0,0.0449999999999999,"Short CTOA",0
"eb1",1,"a",1,17,0.396,1,1,0.343,0.176482674409123,204.951070070267,206.851027011871,NA,1,0.42997407913208,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,429.97407913208,0.743,743,"(727,813]",726,0.086,0.102,"Medium CTOA",0.5
"eb1",1,"a",1,19,0.316,1,1,0.284,0.208590697353443,211.510867118835,213.620818138123,NA,1,0.639965057373047,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,639.965057373047,0.684,684,"(640,727]",640,0,0.0429999999999999,"Short CTOA",0
"eb1",1,"a",1,20,0.399,0,1,0.483,0.259182384206571,214.460824966431,216.400736093521,NA,1,0.359990835189819,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,359.990835189819,0.883,883,"(813,900]",813,0.173,0.242,"Long CTOA",1
"eb1",1,"a",1,21,0.497,1,1,0.344,0.21740764104031,217.240714073181,219.270658016205,NA,1,0.370006084442139,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,370.006084442139,0.744,744,"(727,813]",726,0.086,0.103,"Medium CTOA",0.5
"eb1",1,"a",1,23,0.49,0,1,0.469,0.186118403025126,224.230544090271,232.160493135452,NA,1,0.510053873062134,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,510.053873062134,0.869,869,"(813,900]",813,0.173,0.228,"Long CTOA",1
"eb1",1,"a",1,24,0.447,0,0,0.414,0.24650601872282,232.980431079865,234.93036198616,NA,1,0.389981985092163,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,389.981985092163,0.814,814,"(813,900]",813,0.173,0.173,"Long CTOA",1
"eb1",1,"a",1,25,0.496,0,1,0.484,0.165285578921054,235.770355939865,237.87031006813,NA,1,0.420041084289551,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,420.041084289551,0.884,884,"(813,900]",813,0.173,0.243,"Long CTOA",1
"eb1",1,"a",1,26,0.309,0,1,0.372,0.213107764131131,238.710268974304,240.600250005722,NA,1,0.389986991882324,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,389.986991882324,0.772,772,"(727,813]",726,0.086,0.131,"Medium CTOA",0.5
"eb1",1,"a",1,27,0.304,1,1,0.247,0.242186390801221,241.440233945847,243.00021314621,NA,1,0.339978933334351,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,339.978933334351,0.647,647,"(640,727]",640,0,0.00600000000000001,"Short CTOA",0
"eb1",1,"a",1,28,0.376,1,0,0.461,0.20709058706653,243.84018611908,249.870054960251,NA,1,0.460000038146973,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,460.000038146973,0.861,861,"(813,900]",813,0.173,0.22,"Long CTOA",1
"eb1",1,"a",1,29,0.365,0,1,0.396,0.222769594312713,250.709951162338,252.709944009781,NA,1,0.410011053085327,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,410.011053085327,0.796,796,"(727,813]",726,0.086,0.155,"Medium CTOA",0.5
"eb1",1,"a",1,30,0.382,0,0,0.467,0.270772470518971,253.52987909317,255.619874000549,NA,1,0.360013961791992,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,360.013961791992,0.867,867,"(813,900]",813,0.173,0.226,"Long CTOA",1
"eb1",1,"a",1,31,0.329,1,1,0.434,0.158139125104134,256.459812164307,258.419804096222,NA,1,0.429929971694946,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,429.929971694946,0.834,834,"(813,900]",813,0.173,0.193,"Long CTOA",1
"eb1",1,"a",1,32,0.303,1,1,0.435,0.203364098599858,259.259812116623,261.039757013321,NA,1,0.369932889938354,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,369.932889938354,0.835,835,"(813,900]",813,0.173,0.194,"Long CTOA",1
"eb1",1,"a",1,34,0.377,0,1,0.301,0.273756302922271,266.28960108757,268.259644985199,NA,1,0.460016012191772,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,460.016012191772,0.701,701,"(640,727]",640,0,0.0600000000000001,"Short CTOA",0
"eb1",1,"a",1,35,0.367,0,0,0.464,0.249476234262187,269.079606056213,271.329566001892,NA,1,0.629976987838745,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,629.976987838745,0.864,864,"(813,900]",813,0.173,0.223,"Long CTOA",1
"eb1",1,"a",1,36,0.362,1,1,0.369,0.157612936241472,272.169545173645,274.15945315361,NA,1,0.469944000244141,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,469.944000244141,0.769,769,"(727,813]",726,0.086,0.128,"Medium CTOA",0.5
"eb1",1,"a",1,37,0.33,1,0,0.473,0.218254721221155,274.9994161129,277.10936498642,NA,1,0.570003032684326,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,570.003032684326,0.873,873,"(813,900]",813,0.173,0.232,"Long CTOA",1
"eb1",1,"a",1,38,0.417,1,1,0.446,0.193843540491956,277.929386138916,286.109267950058,NA,1,0.669993877410889,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,669.993877410889,0.846,846,"(813,900]",813,0.173,0.205,"Long CTOA",1
"eb1",1,"a",1,39,0.348,0,1,0.407,0.216459210999822,286.949221134186,288.809206008911,NA,1,0.400030136108398,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,400.030136108398,0.807,807,"(727,813]",726,0.086,0.166,"Medium CTOA",0.5
"eb1",1,"a",1,40,0.437,0,1,0.296,0.179336679341997,289.649181127548,291.409158945084,NA,1,0.389935970306396,1,0,"2019-06-24",1651,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,389.935970306396,0.696,696,"(640,727]",640,0,0.0549999999999999,"Short CTOA",0
"eb1",1,"a",2,1,0.45,0,1,0.268,0.21306734756137,76.7244291305542,78.5044240951538,NA,1,0.419991970062256,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,419.991970062256,0.668,668,"(640,727]",640,0,0.0269999999999999,"Short CTOA",0
"eb1",1,"a",2,2,0.459,1,1,0.342,0.268726577681978,79.3444130420685,81.0543801784515,NA,1,0.319969892501831,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,319.969892501831,0.742,742,"(727,813]",726,0.086,0.101,"Medium CTOA",0.5
"eb1",1,"a",2,3,0.376,1,1,0.422,0.197787806133796,81.8943011760712,83.5942471027374,NA,1,0.339982986450195,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,339.982986450195,0.822,822,"(813,900]",813,0.173,0.181,"Long CTOA",1
"eb1",1,"a",2,4,0.424,0,1,0.267,0.213289637425063,84.434317111969,85.9942581653595,NA,1,0.329991102218628,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,329.991102218628,0.667,667,"(640,727]",640,0,0.026,"Short CTOA",0
"eb1",1,"a",2,5,0.496,1,0,0.247,0.190929258549587,86.8242981433868,92.3242061138153,NA,1,0.320000886917114,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,320.000886917114,0.647,647,"(640,727]",640,0,0.00600000000000001,"Short CTOA",0
"eb1",1,"a",2,6,0.416,0,0,0.441,0.224675203265937,93.1442010402679,94.9442000389099,NA,1,0.310031890869141,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,310.031890869141,0.841,841,"(813,900]",813,0.173,0.2,"Long CTOA",1
"eb1",1,"a",2,7,0.32,0,1,0.392,0.243948315439965,95.7840981483459,97.5241150856018,NA,1,0.390024900436401,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,390.024900436401,0.792,792,"(727,813]",726,0.086,0.151,"Medium CTOA",0.5
"eb1",1,"a",2,8,0.355,1,1,0.468,0.19569557085654,98.364119052887,100.254065990448,NA,1,0.359982967376709,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,359.982967376709,0.868,868,"(813,900]",813,0.173,0.227,"Long CTOA",1
"eb1",1,"a",2,9,0.424,1,1,0.363,0.23043048343797,101.094058990479,108.103931188583,NA,1,0.389971017837524,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,389.971017837524,0.763,763,"(727,813]",726,0.086,0.122,"Medium CTOA",0.5
"eb1",1,"a",2,10,0.359,1,1,0.308,0.211836645403689,108.943900108337,111.203896999359,NA,1,0.72999382019043,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,729.99382019043,0.708,708,"(640,727]",640,0,0.0669999999999999,"Short CTOA",0
"eb1",1,"a",2,11,0.494,1,0,0.33,0.221249655002666,112.043909072876,114.043832063675,NA,1,0.399991035461426,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,399.991035461426,0.73,730,"(727,813]",726,0.086,0.089,"Medium CTOA",0.5
"eb1",1,"a",2,12,0.465,1,1,0.432,0.200302444450502,114.88384604454,116.853766202927,NA,1,0.339991092681885,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,339.991092681885,0.832,832,"(813,900]",813,0.173,0.191,"Long CTOA",1
"eb1",1,"a",2,13,0.312,0,0,0.299,0.205334837525226,117.693734169006,119.373723983765,NA,1,0.380012989044189,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,380.012989044189,0.699,699,"(640,727]",640,0,0.0580000000000001,"Short CTOA",0
"eb1",1,"a",2,14,0.395,0,1,0.37,0.168309691843855,120.213802099228,126.863642215729,NA,1,0.489970922470093,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,489.970922470093,0.77,770,"(727,813]",726,0.086,0.129,"Medium CTOA",0.5
"eb1",1,"a",2,15,0.377,0,1,0.389,0.23219385235618,127.683593988419,129.593636989594,NA,1,0.369992017745972,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,369.992017745972,0.789,789,"(727,813]",726,0.086,0.148,"Medium CTOA",0.5
"eb1",1,"a",2,16,0.39,0,1,0.356,0.181114497941837,130.433606147766,132.203633069992,NA,1,0.350061178207397,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,350.061178207397,0.756,756,"(727,813]",726,0.086,0.115,"Medium CTOA",0.5
"eb1",1,"a",2,17,0.492,0,1,0.277,0.213410021962374,133.043574094772,134.983597993851,NA,1,0.390022993087769,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,390.022993087769,0.677,677,"(640,727]",640,0,0.036,"Short CTOA",0
"eb1",1,"a",2,18,0.375,0,0,0.486,0.214371660486148,135.823530197144,137.773519039154,NA,1,0.400028944015503,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,400.028944015503,0.886,886,"(813,900]",813,0.173,0.245,"Long CTOA",1
"eb1",1,"a",2,19,0.362,0,1,0.279,0.186854249958942,138.613495111465,146.203361034393,NA,1,0.429929971694946,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,429.929971694946,0.679,679,"(640,727]",640,0,0.038,"Short CTOA",0
"eb1",1,"a",2,20,0.458,1,1,0.351,0.250087463886729,147.043305158615,149.143406152725,NA,1,0.379976034164429,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,379.976034164429,0.751,751,"(727,813]",726,0.086,0.11,"Medium CTOA",0.5
"eb1",1,"a",2,21,0.335,1,1,0.432,0.213506899760757,149.983342170715,152.023308992386,NA,1,0.409988880157471,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,409.988880157471,0.832,832,"(813,900]",813,0.173,0.191,"Long CTOA",1
"eb1",1,"a",2,22,0.408,1,0,0.336,0.247123751564022,152.863286018372,154.913269042969,NA,1,0.399945020675659,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,399.945020675659,0.736,736,"(727,813]",726,0.086,0.095,"Medium CTOA",0.5
"eb1",1,"a",2,23,0.434,1,1,0.435,0.181375742650267,155.753251075745,157.823192119598,NA,1,0.349970102310181,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,349.970102310181,0.835,835,"(813,900]",813,0.173,0.194,"Long CTOA",1
"eb1",1,"a",2,24,0.46,0,1,0.314,0.25236410460118,158.663237094879,165.483130216599,NA,1,0.470057964324951,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,470.057964324951,0.714,714,"(640,727]",640,0,0.073,"Short CTOA",0
"eb1",1,"a",2,25,0.366,1,0,0.391,0.189471609619597,166.323095083237,168.213071107864,NA,1,0.320086002349854,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,320.086002349854,0.791,791,"(727,813]",726,0.086,0.15,"Medium CTOA",0.5
"eb1",1,"a",2,26,0.336,1,1,0.338,0.192779904621228,169.053076028824,170.783054113388,NA,1,0.339999914169312,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,339.999914169312,0.738,738,"(727,813]",726,0.086,0.097,"Medium CTOA",0.5
"eb1",1,"a",2,27,0.436,0,1,0.241,0.200884414078486,171.603032112122,173.353044986725,NA,1,0.320092916488647,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,320.092916488647,0.641,641,"(640,727]",640,0,0,"Short CTOA",0
"eb1",1,"a",2,28,0.495,0,0,0.423,0.202143127014645,174.192987203598,176.132989168167,NA,1,0.379987001419067,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,379.987001419067,0.823,823,"(813,900]",813,0.173,0.182,"Long CTOA",1
"eb1",1,"a",2,29,0.493,0,1,0.37,0.166228439638699,176.97296500206,186.932849168777,NA,1,0.479994058609009,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,479.994058609009,0.77,770,"(727,813]",726,0.086,0.129,"Medium CTOA",0.5
"eb1",1,"a",2,30,0.337,0,1,0.28,0.212051876621992,187.772765159607,189.382827043533,NA,1,0.339987993240356,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,339.987993240356,0.68,680,"(640,727]",640,0,0.0389999999999999,"Short CTOA",0
"eb1",1,"a",2,31,0.391,1,1,0.462,0.226032031996985,190.222789049149,192.062717199326,NA,1,0.319985866546631,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,319.985866546631,0.862,862,"(813,900]",813,0.173,0.221,"Long CTOA",1
"eb1",1,"a",2,34,0.402,1,1,0.433,0.175755407305491,269.541921138763,271.721811056137,NA,1,0.440001964569092,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,440.001964569092,0.833,833,"(813,900]",813,0.173,0.192,"Long CTOA",1
"eb1",1,"a",2,35,0.448,0,0,0.426,0.197976692018967,272.561808109283,274.441781044006,NA,1,0.329967021942139,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,329.967021942139,0.826,826,"(813,900]",813,0.173,0.185,"Long CTOA",1
"eb1",1,"a",2,36,0.451,0,1,0.334,0.2545925582408,275.281777143478,277.081796169281,NA,1,0.359989166259766,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,359.989166259766,0.734,734,"(727,813]",726,0.086,0.093,"Medium CTOA",0.5
"eb1",1,"a",2,38,0.455,1,1,0.368,0.254512248146592,281.121724128723,283.30169916153,NA,1,0.499989986419678,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,499.989986419678,0.768,768,"(727,813]",726,0.086,0.127,"Medium CTOA",0.5
"eb1",1,"a",2,39,0.345,0,1,0.4,0.231738624189849,284.141735076904,285.861649990082,NA,1,0.349987983703613,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,349.987983703613,0.8,800,"(727,813]",726,0.086,0.159,"Medium CTOA",0.5
"eb1",1,"a",2,40,0.484,1,0,0.277,0.219409872855379,286.701676130295,288.451647043228,NA,1,0.329996824264526,1,0,"2019-06-24",1656,2,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,329.996824264526,0.677,677,"(640,727]",640,0,0.036,"Short CTOA",0
"eb1",1,"a",3,1,0.471,0,0,0.302,0.214500321379884,44.1638739109039,46.0437769889832,NA,1,0.330006837844849,1,0,"2019-06-24",1701,3,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,330.006837844849,0.702,702,"(640,727]",640,0,0.0609999999999999,"Short CTOA",0
"eb1",1,"a",3,2,0.306,0,1,0.474,0.20080628417154,46.8837759494781,48.6137380599976,NA,1,0.319982051849365,1,0,"2019-06-24",1701,3,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,319.982051849365,0.874,874,"(813,900]",813,0.173,0.233,"Long CTOA",1
"eb1",1,"a",3,3,0.413,1,1,0.293,0.209458696003755,49.453733921051,51.1837220191956,NA,1,0.319990873336792,1,0,"2019-06-24",1701,3,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,319.990873336792,0.693,693,"(640,727]",640,0,0.052,"Short CTOA",0
"eb1",1,"a",3,4,0.451,1,1,0.289,0.23964912384575,52.0237131118774,53.793713092804,NA,1,0.340009927749634,1,0,"2019-06-24",1701,3,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,340.009927749634,0.689,689,"(640,727]",640,0,0.048,"Short CTOA",0
"eb1",1,"a",3,5,0.425,1,0,0.405,0.272968590900881,54.6336541175842,56.4536640644073,NA,1,0.380002975463867,1,0,"2019-06-24",1701,3,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,380.002975463867,0.805,805,"(727,813]",726,0.086,0.164,"Medium CTOA",0.5
"eb1",1,"a",3,6,0.412,0,1,0.467,0.223469334661895,57.2936301231384,59.2036499977112,NA,1,0.329962968826294,1,0,"2019-06-24",1701,3,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,329.962968826294,0.867,867,"(813,900]",813,0.173,0.226,"Long CTOA",1
"eb1",1,"a",3,7,0.454,0,1,0.464,0.17523644214112,60.0436339378357,66.3136019706726,NA,1,0.390034914016724,1,0,"2019-06-24",1701,3,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,390.034914016724,0.864,864,"(813,900]",813,0.173,0.223,"Long CTOA",1
"eb1",1,"a",3,8,0.319,1,1,0.336,0.234656621415273,67.1536021232605,68.6735351085663,NA,1,0.280004978179932,1,0,"2019-06-24",1701,3,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,280.004978179932,0.736,736,"(727,813]",726,0.086,0.095,"Medium CTOA",0.5
"eb1",1,"a",3,9,0.427,1,1,0.367,0.20615918472644,69.5136001110077,71.1635529994965,NA,1,0.300012111663818,1,0,"2019-06-24",1701,3,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,300.012111663818,0.767,767,"(727,813]",726,0.086,0.126,"Medium CTOA",0.5
"eb1",1,"a",3,10,0.357,1,1,0.286,0.184663005898483,72.0035231113434,73.5235249996185,NA,1,0.29999303817749,1,0,"2019-06-24",1701,3,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,299.99303817749,0.686,686,"(640,727]",640,0,0.0449999999999999,"Short CTOA",0
"eb1",1,"a",3,11,0.317,0,0,0.347,0.202719479497898,74.3634960651398,76.013473033905,NA,1,0.419927835464478,1,0,"2019-06-24",1701,3,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,419.927835464478,0.747,747,"(727,813]",726,0.086,0.106,"Medium CTOA",0.5
"eb1",1,"a",3,12,0.486,0,1,0.407,0.208098574013466,76.8534960746765,79.0734930038452,NA,1,0.370039939880371,1,0,"2019-06-24",1701,3,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,370.039939880371,0.807,807,"(727,813]",726,0.086,0.166,"Medium CTOA",0.5
"eb1",1,"a",3,13,0.443,0,1,0.383,0.178122921616059,79.9134891033173,81.723475933075,NA,1,0.359984874725342,1,0,"2019-06-24",1701,3,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,359.984874725342,0.783,783,"(727,813]",726,0.086,0.142,"Medium CTOA",0.5
"eb1",1,"a",3,14,0.329,1,0,0.312,0.219434815572716,82.5634560585022,84.603394985199,NA,1,0.539964914321899,1,0,"2019-06-24",1701,3,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,539.964914321899,0.712,712,"(640,727]",640,0,0.071,"Short CTOA",0
"eb1",1,"a",3,15,0.445,0,1,0.366,0.236658939682016,85.4434280395508,87.3433921337128,NA,1,0.430039167404175,1,0,"2019-06-24",1701,3,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,430.039167404175,0.766,766,"(727,813]",726,0.086,0.125,"Medium CTOA",0.5
"eb1",1,"a",3,16,0.32,1,1,0.41,0.18261339762484,88.1633961200714,94.1533710956573,NA,1,0.299986124038696,1,0,"2019-06-24",1701,3,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,299.986124038696,0.81,810,"(727,813]",726,0.086,0.169,"Medium CTOA",0.5
