"exp_name","cue_pred","subj","cond","block","trial","cue_delay","targ_right","scue_delay","cue_valid","targ_soa","shutter_dur","trial_start","trial_end","cue_rt","corr_resp","rt","block_date","block_time","block_order","Cond","CondFull","CuePred","CuePredFull","CueValid","cue_valid_c","cue_pred_c","RT"
"eb4",1,2,"c",2,4,0.627,1,0.5,1,0.5,0,54.2217619419098,56.7423479557037,0.34994912147522,1,0.30983304977417,"2020-10-28",1240,2,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,309.83304977417
"eb4",1,2,"c",2,10,0.871,0,0.3,1,0.5,0,74.6817820072174,77.3665039539337,0.300000905990601,1,0.319972038269043,"2020-10-28",1240,2,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,319.972038269043
"eb4",1,2,"c",2,11,0.888,0,0.3,1,0.5,0,78.1012361049652,80.6944389343262,0.23989200592041,1,0.299981832504272,"2020-10-28",1240,2,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,299.981832504272
"eb4",1,2,"c",2,16,0.74,0,0.4,0,0.5,0,94.9915239810944,97.6945810317993,0.309975862503052,1,0.340100049972534,"2020-10-28",1240,2,"NoBlink","No Blink","Predictive","Predictive Cue","Invalid",-1,1,340.100049972534
"eb4",1,2,"c",2,17,0.635,0,0.5,1,0.5,0,98.429004907608,100.974494934082,0.319894075393677,1,0.260026216506958,"2020-10-28",1240,2,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,260.026216506958
"eb4",1,2,"c",2,18,0.694,0,0.5,0,0.5,0,101.716048002243,104.42253613472,0.319905042648315,1,0.390175104141235,"2020-10-28",1240,2,"NoBlink","No Blink","Predictive","Predictive Cue","Invalid",-1,1,390.175104141235
"eb4",1,2,"c",2,19,0.505,1,0.3,0,0.5,0,105.140485048294,107.470509052277,0.339968919754028,1,0.340074062347412,"2020-10-28",1240,2,"NoBlink","No Blink","Predictive","Predictive Cue","Invalid",-1,1,340.074062347412
"eb4",1,2,"c",2,21,0.629,1,0.3,1,0.5,0,111.614263057709,113.998513936996,0.309853792190552,1,0.370076894760132,"2020-10-28",1240,2,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,370.076894760132
"eb4",1,2,"c",2,24,0.775,1,0.3,1,0.5,0,122.105319976807,126.462645053864,0,1,0.339882850646973,"2020-10-28",1240,2,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,339.882850646973
"eb4",1,2,"c",2,26,0.762,1,0.4,1,0.5,0,130.636852025986,133.862627029419,0.390209913253784,1,0.319883108139038,"2020-10-28",1240,2,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,319.883108139038
"eb4",1,2,"c",2,31,0.661,1,0.5,1,0.5,0,148.283579111099,151.038724899292,0.299962997436523,1,0.369920015335083,"2020-10-28",1240,2,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,369.920015335083
"eb4",1,2,"c",2,40,0.561,1,0.3,1,0.5,0,178.37695813179,180.766881942749,0.32989501953125,1,0.360088109970093,"2020-10-28",1240,2,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,360.088109970093
"eb4",1,2,"c",3,2,0.817,1,0.3,0,0.3,0,83.2780938148499,85.6547508239746,0.290029048919678,1,0.389994144439697,"2020-10-28",1244,3,"NoBlink","No Blink","Predictive","Predictive Cue","Invalid",-1,1,389.994144439697
"eb4",1,2,"c",3,3,0.669,0,0.3,1,0.3,0,86.3906228542328,88.4309568405151,0.310026168823242,1,0.350142955780029,"2020-10-28",1244,3,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,350.142955780029
"eb4",1,2,"c",3,4,0.881,1,0.4,1,0.3,0,89.170786857605,91.5267899036407,0.289982080459595,1,0.330089092254639,"2020-10-28",1244,3,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,330.089092254639
"eb4",1,2,"c",3,6,0.781,1,0.5,0,0.3,0,95.2102329730988,97.5667779445648,0.290035009384155,1,0.330124139785767,"2020-10-28",1244,3,"NoBlink","No Blink","Predictive","Predictive Cue","Invalid",-1,1,330.124139785767
"eb4",1,2,"c",3,8,0.861,0,0.5,1,0.3,0,101.397902011871,103.918845891953,0.289960861206055,1,0.339787006378174,"2020-10-28",1244,3,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,339.787006378174
"eb4",1,2,"c",3,9,0.834,1,0.3,1,0.3,0,104.653687000275,106.918849945068,0.280178070068359,1,0.350061893463135,"2020-10-28",1244,3,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,350.061893463135
"eb4",1,2,"c",3,10,0.727,1,0.5,1,0.3,0,107.657495975494,109.950847864151,0.279985904693604,1,0.340173959732056,"2020-10-28",1244,3,"NoBlink","No Blink","Predictive","Predictive Cue","Valid",1,1,340.173959732056
"eb4",1,2,"c",3,11,0.977,1,0.4,0,0.3,0,110.667861938477,113.270924806595,0.289967060089111,1,0.390060901641846,"2020-10-28",1244,3,"NoBlink","No Blink","Predictive","Predictive Cue","Invalid",-1,1,390.060901641846
"eb4",1,2,"c",3,12,0.568,0,0.4,0,0.3,0,114.006717920303,116.150950908661,0.309834957122803,1,0.329941987991333,"2020-10-28",1244,3,"NoBlink","No Blink","Predictive","Predictive Cue","Invalid",-1,1,329.941987991333
