"subj","cue_pred","block","trial","cond","exp_name","cue_delay","targ_right","scue_delay","cue_valid","targ_soa","shutter_dur","trial_start","trial_end","cue_rt","corr_resp","rt.x","block_date","block_time","block_order","Cond","CondFull","CuePred","CuePredFull","CueValid","cue_valid_c","cue_pred_c","RT","trial_sample_beg","trial_time_beg","trial_sample_end","trial_time_end","cue_sample","cue_time","scue_sample","scue_time","blink_latency_sample","blink_latency_time","blink_window_sample","blink_window_time","targ_sample","targ_time","resp_sample","resp_time","shutter_sample_beg","shutter_time_beg","shutter_sample_end","shutter_time_end","cue_resp_sample","cue_resp_time","tot_trial_samples","tot_trial_time","samples_per_s","sacc_num","sacc_R","sacc_bef_targ","xr_pre_cue_ave","xr_pre_eb_ave","xr_post_eb_ave","xr_pre_targ_ave","xr_post_targ_ave","xr_post_resp_ave","blank_sample_beg","blank_sample_end","tot_blank_samples","blank_time_beg","blank_time_end","tot_blank_time","blank_post_cue","blank_post_targ","rt.y","nonart","excl_reason"
0,1,1,65,"v","eb4",0.857,0,0.5,1,0.3,0,285.207070112228,287.256644010544,0,1,0.309875965118408,"2020-10-14",1533,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,309.875965118408,17365206,285.21,17367255,287.26,17366056,286.06,17366566,286.57,17366856,286.86,17366856,286.86,17366856,286.86,17367177,287.18,NA,NA,NA,NA,NA,NA,2049,2.05000000000001,999.512195121946,NA,NA,NA,0.677367116693955,0.61047898071813,0.945553989408399,0.822288675264029,0.950158695010334,1.04365863444694,17366264,17366500,238,1.058,1.294,0.236,1,0,1.97000000000003,1,NA
0,1,1,66,"a","eb4",0.936,1,0.5,1,0.3,0.076036690861583,230.117474079132,232.240487098694,0.349935054779053,1,0.300044059753418,"2020-10-21",1445,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,300.044059753418,11343554,230.12,11345677,232.24,11344485,231.05,11344995,231.56,11345285,231.85,11345285,231.85,11345285,231.85,11345596,232.16,11344917,231.48,11344835,231.4,11344835,231.4,2123,2.12,1001.41509433962,NA,NA,NA,0.145822261588426,0.0346720432613864,0.0892755351708776,0.0818915461076665,0.0500204767755271,0.0270888692057865,11344840,11344914,76,1.286,1.36,0.0740000000000001,1,0,2.03999999999999,0,NA
0,1,1,66,"v","eb4",0.849,1,0.3,1,0.3,0,287.993015050888,289.832531929016,0,1,0.300105810165405,"2020-10-14",1533,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,300.105810165405,17367991,287.99,17369831,289.83,17368837,288.84,17369147,289.15,17369436,289.44,17369436,289.44,17369436,289.44,17369747,289.75,NA,NA,NA,NA,NA,NA,1840,1.83999999999997,1000.00000000001,NA,NA,NA,0.46203129613227,0.56831171977319,0.565098877764954,0.586876291703572,0.549958570244864,0.643778030846233,17369044,17369276,234,1.053,1.285,0.232,1,0,1.75999999999999,1,NA
0,1,1,67,"a","eb4",0.722,1,0.3,0,0.3,0.111155826721383,232.971371173859,234.696834087372,0.34492301940918,1,0.330073118209839,"2020-10-21",1445,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,330.073118209839,11346407,232.97,11348133,234.7,11347125,233.69,11347435,234,11347725,234.29,11347725,234.29,11347725,234.29,11348066,234.63,11347585,234.15,11347470,234.03,11347470,234.03,1726,1.72999999999999,997.687861271682,NA,NA,NA,0.36285798641866,0.336935341009743,0.340980797397199,0.329921952221409,0.349380850657358,0.415939733920248,11347476,11347582,108,1.069,1.175,0.106,1,0,1.66,0,NA
0,1,1,67,"v","eb4",0.566,1,0.4,1,0.3,0,290.567377090454,292.232563018799,0,1,0.300030946731567,"2020-10-14",1533,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,300.030946731567,17370566,290.57,17372231,292.23,17371127,291.13,17371536,291.54,17371826,291.83,17371826,291.83,17371826,291.83,17372136,292.14,NA,NA,NA,NA,NA,NA,1665,1.66000000000003,1003.01204819276,NA,NA,NA,0.312990847357544,0.18664948868669,-0.256888485625335,-0.0311698078841107,-0.234241695712023,-0.0970544447166577,17371398,17371568,172,0.832,1.002,0.17,1,0,1.56999999999999,1,NA
0,1,1,68,"a","eb4",0.568,1,0.3,1,0.3,0.0587673931160568,235.430464029312,236.968875169754,0.390105009078979,1,0.289857864379883,"2020-10-21",1445,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,289.857864379883,11348866,235.43,11350405,236.97,11349425,235.99,11349735,236.3,11350025,236.59,11350025,236.59,11350025,236.59,11350325,236.89,11349875,236.44,11349815,236.38,11349815,236.38,1539,1.53999999999999,999.350649350655,NA,NA,NA,0.845084145261293,0.736983404398487,0.755003178977197,0.721381026142611,0.781635665780927,0.697298494242693,11349820,11349872,54,0.954,1.006,0.0519999999999999,1,0,1.45999999999998,0,NA
0,1,1,68,"v","eb4",0.61,1,0.5,1,0.3,0,292.947783946991,294.76052904129,0,1,0.319869041442871,"2020-10-14",1533,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,319.869041442871,17372946,292.95,17374759,294.76,17373556,293.56,17374067,294.07,17374356,294.36,17374356,294.36,17374356,294.36,17374686,294.69,NA,NA,NA,NA,NA,NA,1813,1.81,1001.65745856353,NA,NA,NA,0.369445861031335,0.300617883402521,0.116192590433265,0.182119163518632,0.115254164056255,0.0933307089197258,17373774,17373978,206,0.828,1.032,0.204,1,0,1.74000000000001,1,NA
0,1,1,69,"a","eb4",0.771,0,0.5,0,0.3,0.0976292878396817,237.684988975525,239.705045938492,0.389734029769897,1,0.380001068115234,"2020-10-21",1445,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,380.001068115234,11351121,237.68,11353141,239.71,11351885,238.45,11352398,238.96,11352685,239.25,11352685,239.25,11352685,239.25,11353076,239.64,11352375,238.94,11352275,238.84,11352275,238.84,2020,2.03,995.073891625615,NA,NA,NA,0.485680543253617,0.604208292994418,0.569919832104393,0.616334742602857,0.530898685017374,0.395630351343372,11352280,11352372,94,1.159,1.251,0.0920000000000001,1,0,1.95999999999998,0,NA
0,1,1,69,"v","eb4",0.586,0,0.4,0,0.3,0,295.49370098114,297.168699026108,0,1,0.320004940032959,"2020-10-14",1533,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Invalid",-1,1,320.004940032959,17375492,295.49,17377167,297.17,17376066,296.07,17376476,296.48,17376766,296.77,17376766,296.77,17376766,296.77,17377097,297.1,NA,NA,NA,NA,NA,NA,1675,1.68000000000001,997.023809523805,NA,NA,NA,0.418832553464972,0.289642872206456,0.287652741479465,0.297557889409085,0.278605362750624,0.283267957315787,17376314,17376536,224,0.822,1.044,0.222,1,0,1.61000000000001,1,NA
0,1,1,7,"a","eb4",0.958,0,0.3,1,0.3,0.105493669046476,76.3466711044312,78.4066560268402,0.300014972686768,1,0.329968929290771,"2020-10-21",1445,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,329.968929290771,11189794,76.35,11191854,78.41,11190745,77.3,11191055,77.61,11191345,77.9,11191345,77.9,11191345,77.9,11191686,78.24,11191155,77.71,11191045,77.6,11191045,77.6,2060,2.06,999.999999999999,NA,NA,NA,0.262887511071745,0.270162199609903,0.292500351330479,0.256404151229718,0.315305927508293,0.14403050643673,11191050,11191152,104,1.256,1.358,0.102,1,0,1.89,0,NA
0,1,1,7,"v","eb4",0.907,1,0.3,1,0.3,0,134.042362928391,135.943014144897,0,1,0.300112009048462,"2020-10-14",1533,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,300.112009048462,17214043,134.04,17215944,135.94,17214937,134.94,17215247,135.25,17215536,135.53,17215536,135.53,17215536,135.53,17215848,135.85,NA,NA,NA,NA,NA,NA,1901,1.90000000000001,1000.52631578947,NA,NA,NA,0.410746973723059,0.315452465308533,0.453885219057512,0.403253648013022,0.430736116269989,0.417114247843758,17215180,17215274,96,1.137,1.231,0.0940000000000001,1,0,1.81,1,NA
0,1,1,70,"a","eb4",0.508,1,0.4,1,0.3,0.0814004143645008,240.439161062241,241.985149145126,0.340081930160522,1,0.270081996917725,"2020-10-21",1445,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,270.081996917725,11353875,240.44,11355421,241.99,11354375,240.94,11354786,241.35,11355075,241.64,11355075,241.64,11355075,241.64,11355356,241.92,11354805,241.37,11354715,241.28,11354715,241.28,1546,1.55000000000001,997.419354838702,NA,NA,NA,0.616563330380868,0.564443078678179,0.849950254681146,0.697782035754957,0.816462102998861,0.678144375553587,11354720,11354804,86,0.845,0.929,0.0840000000000001,1,0,1.47999999999999,0,NA
0,1,1,70,"v","eb4",0.862,1,0.5,1,0.3,0,297.904572963715,299.944560050964,0,1,0.3299400806427,"2020-10-14",1533,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,329.9400806427,17377903,297.9,17379943,299.94,17378757,298.76,17379266,299.27,17379556,299.56,17379556,299.56,17379556,299.56,17379897,299.9,NA,NA,NA,NA,NA,NA,2040,2.04000000000002,999.99999999999,NA,NA,NA,0.55476823147328,0.579737652368299,0.535606548237965,0.546432228357487,0.542715226037271,0.619375874507388,17378976,17379178,204,1.073,1.275,0.202,1,0,2,1,NA
0,1,1,71,"a","eb4",0.835,1,0.4,1,0.3,0.0892336100069073,242.720657110214,244.633332967758,0.300019979476929,1,0.30984091758728,"2020-10-21",1445,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,309.84091758728,11356156,242.72,11358069,244.63,11356985,243.55,11357395,243.96,11357685,244.25,11357685,244.25,11357685,244.25,11358006,244.57,11357375,243.94,11357285,243.85,11357285,243.85,1913,1.91,1001.57068062827,NA,NA,NA,0.36746383229997,0.249425199175169,0.605477616820798,0.39020549638623,0.653841895482728,0.594493175995505,11357290,11357372,84,1.134,1.216,0.0819999999999999,1,0,1.84999999999999,0,NA
0,1,1,71,"v","eb4",0.775,0,0.5,1,0.3,0,300.681321144104,302.568650007248,0,1,0.209719896316528,"2020-10-14",1533,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,209.719896316528,17380680,300.68,17382567,302.57,17381447,301.45,17381956,301.96,17382246,302.25,17382246,302.25,17382246,302.25,17382466,302.47,NA,NA,NA,NA,NA,NA,1887,1.88999999999999,998.412698412706,NA,NA,NA,0.479450841452613,0.516451792802546,0.636610899710197,0.56066011907091,0.611349926730104,0.618128136994391,17381858,17382032,176,1.178,1.352,0.174,1,0,1.79000000000002,1,NA
0,1,1,72,"a","eb4",0.751,0,0.5,1,0.3,0.0714888681814446,245.349816083908,247.265370130539,0.280062198638916,1,0.260133981704712,"2020-10-21",1445,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,260.133981704712,11358785,245.35,11360701,247.27,11359535,246.1,11360055,246.62,11360345,246.91,11360345,246.91,11360345,246.91,11360616,247.18,11359895,246.46,11359815,246.38,11359815,246.38,1916,1.92000000000002,997.916666666658,NA,NA,NA,0.722793032181872,0.806805306362437,0.788937003138361,0.865574061530921,0.630712200242758,0.29686335709365,11359820,11359892,74,1.035,1.107,0.0720000000000001,1,0,1.83000000000001,0,NA
0,1,1,72,"v","eb4",0.843,0,0.3,1,0.3,0,303.301291942596,305.168493032455,0,1,0.330034971237183,"2020-10-14",1533,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,330.034971237183,17383300,303.3,17385167,305.17,17384137,304.14,17384446,304.45,17384736,304.74,17384736,304.74,17384736,304.74,17385077,305.08,NA,NA,NA,NA,NA,NA,1867,1.87,998.395721925131,NA,NA,NA,0.416947150870977,0.529752238952859,0.791622797488733,0.652214672244025,0.755257993365637,0.671653052521077,17384380,17384578,200,1.08,1.278,0.198,1,0,1.77999999999997,1,NA
0,1,1,8,"a","eb4",0.769,1,0.3,1,0.3,0.116094808785913,79.1456379890442,80.9587800502777,0.310318946838379,1,0.319894075393677,"2020-10-21",1445,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,319.894075393677,11192592,79.15,11194405,80.96,11193345,79.9,11193655,80.21,11193945,80.5,11193945,80.5,11193945,80.5,11194276,80.83,11193775,80.33,11193656,80.21,11193656,80.21,1813,1.80999999999999,1001.65745856354,NA,NA,NA,0.149896663714201,0.111461115143927,0.184570471483876,0.132260712420146,0.183339148795305,0.0274025686448184,11193662,11193772,112,1.07,1.18,0.11,1,0,1.67999999999999,0,NA
0,1,1,8,"v","eb4",0.607,0,0.4,1,0.3,0,136.676305055618,138.327048063278,0,1,0.271229028701782,"2020-10-14",1533,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,271.229028701782,17216677,136.68,17218328,138.33,17217276,137.27,17217686,137.69,17217976,137.97,17217976,137.97,17217976,137.97,17218258,138.26,NA,NA,NA,NA,NA,NA,1651,1.65000000000001,1000.60606060606,NA,NA,NA,0.263604453152726,0.225209183688999,0.0789758014250143,0.0531066845070953,0.224703699017251,0.211188106775039,17217522,17217624,104,0.845,0.947,0.102,1,0,1.57999999999998,1,NA
0,1,1,9,"v","eb4",0.922,0,0.3,0,0.3,0,139.064300060272,140.999048948288,0,1,0.309253931045532,"2020-10-14",1533,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Invalid",-1,1,309.253931045532,17219065,139.06,17221000,141,17219987,139.99,17220297,140.3,17220587,140.59,17220587,140.59,17220587,140.59,17220907,140.91,NA,NA,NA,NA,NA,NA,1935,1.94,997.422680412372,NA,NA,NA,-0.00977266017124283,-0.0639322295655334,-0.0305169754504348,-0.129764840127993,0.0625184529081783,0.0956983864135246,17220246,17220350,106,1.181,1.285,0.104,1,0,1.84999999999999,1,NA
1,1,1,1,"a","eb4",0.954,1,0.4,1,0.8,0.22145616666702,182.813342809677,187.248767852783,0.28987979888916,1,0.410188913345337,"2020-10-23",1227,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,410.188913345337,5024828,182.81,5029264,187.25,5025774,183.76,5026173,184.16,5026963,184.95,5026963,184.95,5026963,184.95,5027384,185.37,5026293,184.28,5026064,184.05,5026064,184.05,4436,4.44,999.0990990991,NA,NA,NA,0.351731069180139,0.476774746257387,0.525509765220889,0.449836208472169,0.648544153415721,-1.38692823322289,5026070,5026292,224,1.242,1.464,0.222,1,0,2.56,0,NA
1,1,1,10,"a","eb4",0.57,0,0.5,0,0.8,0.113952778215467,228.494140863419,232.714038848877,0.2899489402771,1,0.370043992996216,"2020-10-23",1227,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,370.043992996216,5070508,228.49,5074727,232.71,5071063,229.05,5071565,229.55,5072353,230.34,5072353,230.34,5072353,230.34,5072734,230.72,5071474,229.46,5071354,229.34,5071354,229.34,4219,4.22,999.763033175356,NA,NA,NA,-0.179391792146442,-0.0619291698732377,-0.281196181610971,-0.22101874112503,-0.306683449101052,0.252284101508406,5071358,5071472,116,0.85,0.964,0.114,1,0,2.22999999999999,0,NA
1,1,1,10,"v","eb4",0.534,0,0.5,0,0.8,0,220.371846914291,226.705185890198,0,1,0.459829092025757,"2020-10-23",1200,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Invalid",-1,1,459.829092025757,3475411,220.37,3481744,226.71,3475934,220.89,3476444,221.4,3477234,222.19,3477234,222.19,3477234,222.19,3477704,222.66,NA,NA,NA,NA,NA,NA,6333,6.34,998.895899053627,NA,NA,NA,0.0260407440212577,0.0448536143841724,0.0606218635656372,0.0762673160961296,0.0191596153000521,-0.0817877244939106,3476183,3476311,130,0.772,0.9,0.128,1,0,2.28999999999999,1,NA
1,1,1,11,"v","eb4",0.711,0,0.5,1,0.8,0,227.441781997681,233.889762878418,0,1,0.389795064926147,"2020-10-23",1200,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,389.795064926147,3482481,227.44,3488928,233.89,3483184,228.14,3483694,228.65,3484484,229.44,3484484,229.44,3484484,229.44,3484884,229.84,NA,NA,NA,NA,NA,NA,6447,6.44999999999999,999.534883720932,NA,NA,NA,-0.101948627103632,-0.120523851701885,0.0524920305181504,0.063993939990397,-0.0486418659580751,-0.234643732806708,3483403,3483587,186,0.922,1.106,0.184,1,0,2.40000000000001,1,NA
1,1,1,12,"a","eb4",0.988,0,0.4,0,0.8,0.153730795128432,238.915324926376,244.650624990463,0.280091047286987,1,0.360013961791992,"2020-10-23",1227,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,360.013961791992,5080928,238.92,5086664,244.65,5081903,239.89,5082303,240.29,5083093,241.08,5083093,241.08,5083093,241.08,5083464,241.45,5082343,240.33,5082184,240.17,5082184,240.17,5736,5.73000000000002,1001.04712041884,NA,NA,NA,0.155388249188072,0.150625772520054,-0.0533810235363323,0.0201697958276561,-0.104948172264381,0.167756500794588,5082190,5082340,152,1.262,1.412,0.15,1,0,2.53,0,NA
1,1,1,12,"v","eb4",0.686,1,0.3,0,0.8,0,234.624716997147,238.890161991119,0,1,0.329941034317017,"2020-10-23",1200,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Invalid",-1,1,329.941034317017,3489663,234.62,3493928,238.89,3490344,235.3,3490654,235.61,3491444,236.4,3491444,236.4,3491444,236.4,3491784,236.74,NA,NA,NA,NA,NA,NA,4265,4.26999999999998,998.829039812651,NA,NA,NA,-0.157041629760851,-0.154819899616179,0.0567412281318394,0.00651111310794764,0.0795081540144846,-0.0685763934384225,3490555,3490701,148,0.892,1.038,0.146,1,0,2.12,1,NA
1,1,1,13,"a","eb4",0.817,0,0.5,1,0.8,0.198983218268839,245.387278795242,249.938453912735,0.289851903915405,1,0.340047836303711,"2020-10-23",1227,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,340.047836303711,5087400,245.39,5091951,249.94,5088203,246.19,5088703,246.69,5089494,247.48,5089494,247.48,5089494,247.48,5089844,247.83,5088693,246.68,5088493,246.48,5088493,246.48,4551,4.55000000000001,1000.21978021978,NA,NA,NA,-0.100620017714792,0.0385030516875033,-0.697994628488766,-0.457619947707883,-0.850360913431681,0.975202423997513,5088498,5088692,196,1.098,1.292,0.194,1,0,2.44000000000003,0,NA
1,1,1,13,"v","eb4",0.861,0,0.4,1,0.8,0,239.603590965271,244.266494989395,0,1,0.310215950012207,"2020-10-23",1200,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,310.215950012207,3494642,239.6,3499304,244.27,3495504,240.47,3495914,240.88,3496704,241.67,3496704,241.67,3496704,241.67,3497025,241.99,NA,NA,NA,NA,NA,NA,4662,4.67000000000002,998.286937901496,NA,NA,NA,0.09140832595217,0.0963946116381224,-0.00580728098623828,0.0370245237247328,-0.0519633894301742,0.51501791309176,3495817,3495921,106,1.175,1.279,0.104,1,0,2.39000000000001,1,NA
1,1,1,14,"a","eb4",0.92,1,0.3,0,0.8,0.254677345580454,250.674484968185,255.70668387413,0.280358076095581,1,0.330196142196655,"2020-10-23",1227,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,330.196142196655,5092687,250.67,5097719,255.71,5093593,251.58,5093893,251.88,5094683,252.67,5094683,252.67,5094683,252.67,5095024,253.01,5094134,252.12,5093874,251.86,5093874,251.86,5032,5.04000000000002,998.412698412694,NA,NA,NA,0.131945674638323,0.162060320367507,-0.322302374316295,-0.123672734520439,-0.4032199239306,0.0548464972562434,5093880,5094130,252,1.193,1.443,0.25,1,0,2.34,0,NA
1,1,1,14,"v","eb4",0.513,0,0.4,1,0.8,0,245.004284858704,249.714860916138,0,1,0.469959020614624,"2020-10-23",1200,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,469.959020614624,3500042,245,3504752,249.71,3500554,245.52,3500964,245.93,3501754,246.72,3501754,246.72,3501754,246.72,3502234,247.2,NA,NA,NA,NA,NA,NA,4710,4.71000000000001,999.999999999998,NA,NA,NA,0.00628875110717468,0.0992389870031272,0.0320623543209412,0.0168416316847625,0.0847972640488141,0.85360124112344,3500801,3501077,278,0.759,1.035,0.276,1,0,2.19999999999999,1,NA
1,1,1,15,"a","eb4",0.507,1,0.5,0,0.8,0.223099605840864,256.422518968582,261.17879486084,0.269903898239136,1,0.340175867080688,"2020-10-23",1227,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Invalid",-1,1,340.175867080688,5098435,256.42,5103191,261.18,5098934,256.92,5099433,257.42,5100224,258.21,5100224,258.21,5100224,258.21,5100574,258.56,5099434,257.42,5099204,257.19,5099204,257.19,4756,4.75999999999999,999.159663865548,NA,NA,NA,-0.377796267964559,-0.209438845399873,-0.328637639445823,-0.32199498521564,-0.270354194027875,0.531127419967101,5099208,5099432,226,0.773,0.997,0.224,1,0,2.13999999999999,0,NA
1,1,1,15,"v","eb4",0.93,1,0.3,1,0.8,0,250.446151971817,254.707242965698,0,1,0.330005168914795,"2020-10-23",1200,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,330.005168914795,3505483,250.45,3509744,254.71,3506414,251.38,3506724,251.69,3507514,252.48,3507514,252.48,3507514,252.48,3507855,252.82,NA,NA,NA,NA,NA,NA,4261,4.26000000000002,1000.23474178403,NA,NA,NA,0.170711544139356,0.246211256502272,0.321016350138565,0.330216182773923,0.256795012070373,0.0581691496604337,3506659,3506837,180,1.176,1.354,0.178,1,0,2.37,1,NA
1,1,1,16,"v","eb4",0.597,1,0.4,1,0.8,0,255.445195913315,259.131498813629,0,1,0.350004911422729,"2020-10-23",1200,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,350.004911422729,3510482,255.45,3514168,259.13,3511074,256.04,3511484,256.45,3512274,257.24,3512274,257.24,3512274,257.24,3512634,257.6,NA,NA,NA,NA,NA,NA,3686,3.68000000000001,1001.63043478261,NA,NA,NA,-0.0574844995571303,-0.0793732534107841,0.185856361232801,0.111239414195018,0.250237837483187,0.767116009782607,3511297,3511449,154,0.815,0.967,0.152,1,0,2.15000000000003,1,NA
1,1,1,17,"a","eb4",0.881,0,0.4,1,0.8,0.168445938586871,266.999408960342,271.379179000854,0.249959945678711,1,0.330197095870972,"2020-10-23",1227,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,330.197095870972,5109012,267,5113391,271.38,5109893,267.88,5110293,268.28,5111083,269.07,5111083,269.07,5111083,269.07,5111424,269.41,5110313,268.3,5110144,268.13,5110144,268.13,4379,4.38,999.771689497718,NA,NA,NA,0.0273398287570122,-0.00341559712163583,-0.0261057096355611,-0.0203333863598721,-0.0278052762291808,0.850103818858137,5110148,5110310,164,1.136,1.298,0.162,1,0,2.41000000000003,0,NA
1,1,1,17,"v","eb4",0.521,1,0.3,1,0.8,0,259.868619918823,263.635865926743,0,1,0.310078144073486,"2020-10-23",1200,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,310.078144073486,3514905,259.87,3518672,263.64,3515424,260.39,3515734,260.7,3516524,261.49,3516524,261.49,3516524,261.49,3516845,261.81,NA,NA,NA,NA,NA,NA,3767,3.76999999999998,999.204244031835,NA,NA,NA,0.160791260702687,0.134739780443943,0.116381786437551,0.0911651817502909,0.1934602893416,0.0272189490711053,3515651,3515775,126,0.746,0.87,0.124,1,0,1.94,1,NA
1,1,1,18,"a","eb4",0.584,0,0.5,1,0.8,0.111586765593356,272.114103794098,275.619132995605,0.279995203018188,1,0.28998589515686,"2020-10-23",1227,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,289.98589515686,5114126,272.11,5117631,275.62,5114703,272.69,5115206,273.19,5115993,273.98,5115993,273.98,5115993,273.98,5116294,274.28,5115103,273.09,5114984,272.97,5114984,272.97,3505,3.50999999999999,998.575498575501,NA,NA,NA,-0.0964570416297607,-0.00774706709161981,-0.148515871217583,-0.124935309576652,-0.121405373486862,0.258623274653085,5114988,5115100,114,0.862,0.974,0.112,1,0,2.16999999999996,0,NA
1,1,1,18,"v","eb4",0.677,1,0.4,1,0.8,0,264.367353916168,268.212154865265,0,1,0.300091981887817,"2020-10-23",1200,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,300.091981887817,3519403,264.37,3523248,268.21,3520074,265.04,3520484,265.45,3521274,266.24,3521274,266.24,3521274,266.24,3521585,266.55,NA,NA,NA,NA,NA,NA,3845,3.83999999999997,1001.30208333334,NA,NA,NA,0.098464718039563,0.162186549364225,0.110647979298008,0.147197684841618,0.0355438726820765,0.85611068575594,3520303,3520489,188,0.9,1.086,0.186,1,0,2.18000000000001,1,NA
1,1,1,19,"a","eb4",0.546,1,0.4,1,0.8,0.231131651388834,276.357661962509,279.787271976471,0.279916048049927,1,0.28004002571106,"2020-10-23",1227,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,280.04002571106,5118370,276.36,5121799,279.79,5118903,276.89,5119303,277.29,5120093,278.08,5120093,278.08,5120093,278.08,5120384,278.37,5119424,277.41,5119184,277.17,5119184,277.17,3429,3.43000000000001,999.708454810494,NA,NA,NA,-0.095748449955713,0.036262330327875,-0.104349321299538,-0.0436893721920455,-0.164503222259552,0.185357607240071,5119188,5119422,236,0.818,1.052,0.234,1,0,2.00999999999999,0,NA
1,1,1,19,"v","eb4",0.862,0,0.3,1,0.8,0,268.945889949799,272.940523862839,0,1,0.340029954910278,"2020-10-23",1200,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Valid",1,1,340.029954910278,3523982,268.95,3527976,272.94,3524844,269.81,3525154,270.12,3525944,270.91,3525944,270.91,3525944,270.91,3526295,271.26,NA,NA,NA,NA,NA,NA,3994,3.99000000000001,1001.00250626566,NA,NA,NA,0.165308532624742,0.255832897577911,0.278629375210209,0.305425711734505,0.20488422118183,0.626103178319502,3525061,3525213,154,1.079,1.231,0.152,1,0,2.31,1,NA
1,1,1,2,"a","eb4",0.944,0,0.3,1,0.8,0.166556251815983,187.982970952988,192.449099779129,0.329752922058105,1,0.329824924468994,"2020-10-23",1227,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,329.824924468994,5029998,187.98,5034464,192.45,5030934,188.92,5031234,189.22,5032023,190.01,5032023,190.01,5032024,190.01,5032364,190.35,5031434,189.42,5031264,189.25,5031264,189.25,4466,4.47,999.10514541387,NA,NA,NA,0.704625230754549,0.694457531613365,0.27048169333543,0.48534385861317,0.118220903803789,0.791838435994416,5031268,5031432,166,1.27,1.434,0.164,1,0,2.37,0,NA
1,1,1,2,"v","eb4",0.815,0,0.3,0,0.8,0,172.482834815979,177.629670858383,0,1,0.509829998016357,"2020-10-23",1200,1,"Prompted","Prompted Blink","Predictive","Predictive Cue","Invalid",-1,1,509.829998016357,3427526,172.48,3432672,177.63,3428334,173.29,3428644,173.6,3429434,174.39,3429434,174.39,3429434,174.39,3429955,174.91,NA,NA,NA,NA,NA,NA,5146,5.15000000000001,999.223300970873,NA,NA,NA,0.470829642751698,0.490636467164368,0.292234818749241,0.358311749552583,0.249085871317935,0.71537115007619,3428553,3428683,132,1.027,1.157,0.13,1,0,2.43000000000001,1,NA
1,1,1,20,"a","eb4",0.9,1,0.3,1,0.8,0.196297395229226,280.523335933685,283.819574832916,0.269780874252319,1,0.287865161895752,"2020-10-23",1227,1,"Artificial","Artificial Blink","Predictive","Predictive Cue","Valid",1,1,287.865161895752,5122535,280.52,5125831,283.82,5123424,281.41,5123723,281.71,5124514,282.5,5124514,282.5,5124514,282.5,5124814,282.8,5123893,281.88,5123694,281.68,5123694,281.68,3296,3.30000000000001,998.787878787875,NA,NA,NA,0.524823075753102,0.466835302973478,-0.0370419229134342,0.0954861111111111,-0.00273449807098996,0.759829074841232,5123698,5123892,196,1.163,1.357,0.194,1,0,2.28000000000003,0,NA
